Variable,Series_Key,Name,Coefficient,Abs_Impact
197903335_lag1_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA1-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag1_t3,Construction confidence indicator and survey results - monthly data,0.00023006152,0.00023006152
197911182_lag1_t3,EI_BSSE_M_R2.freq=M.indic=BS-SAEM.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Services confidence indicator and survey results - monthly data,0.00022287156,0.00022287156
197905428_lag1_t3,EI_BSCO_M.freq=M.indic=BS-FS-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Consumers confidence indicator and survey results - monthly data,0.00021595586,0.00021595586
197903297_lag1_t2,EI_BSBU_M_R2.freq=M.indic=BS-COB-BAL.s_adj=SA.geo\TIME_PERIOD=LT_lag1_t2,Construction confidence indicator and survey results - monthly data,0.00021482517,0.00021482517
197905413_lag1_t3,EI_BSCO_M.freq=M.indic=BS-CSMCI.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Consumers confidence indicator and survey results - monthly data,0.00021222103,0.00021222103
197903357_lag1_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA4-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag1_t3,Construction confidence indicator and survey results - monthly data,0.00021161165,0.00021161165
197911173_lag1_t3,EI_BSSE_M_R2.freq=M.indic=BS-SABC.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Services confidence indicator and survey results - monthly data,0.00020651623,0.00020651623
197911198_lag2_t1,EI_BSSE_M_R2.freq=M.indic=BS-SCI.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t1,Services confidence indicator and survey results - monthly data,0.00020644761,0.00020644761
197905438_lag1_t3,EI_BSCO_M.freq=M.indic=BS-GES-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Consumers confidence indicator and survey results - monthly data,0.0002016408,0.0002016408
197911190_lag1_t3,EI_BSSE_M_R2.freq=M.indic=BS-SARM.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Services confidence indicator and survey results - monthly data,0.00019639864,0.00019639864
197911216_lag2_t3,EI_BSSE_M_R2.freq=M.indic=BS-PE3M.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t3,Services confidence indicator and survey results - monthly data,-0.00019585386,0.00019585386
197903380_lag1_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA7-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag1_t3,Construction confidence indicator and survey results - monthly data,-0.0001934635,0.0001934635
197909244_lag1_t3,EI_BSIN_M_R2.freq=M.indic=BS-IOB.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Industry confidence indicator and survey results - monthly data,0.00018813844,0.00018813844
197905490_lag2_t3,EI_BSCO_M.freq=M.indic=BS-UE-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t3,Consumers confidence indicator and survey results - monthly data,0.0001831278,0.0001831278
249461791_lag1_t2,UNE_RT_M.freq=M.s_adj=SA.age=Y25-74.unit=PC_ACT.sex=T.geo\TIME_PERIOD=LT_lag1_t2,Unemployment by sex and age - monthly data,-0.00017986822,0.00017986822
197903368_lag3_t1,EI_BSBU_M_R2.freq=M.indic=BS-FLBA5-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag3_t1,Construction confidence indicator and survey results - monthly data,0.0001778418,0.0001778418
197905448_lag6_t1,EI_BSCO_M.freq=M.indic=BS-MP-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag6_t1,Consumers confidence indicator and survey results - monthly data,0.0001769353,0.0001769353
197911198_lag2_t3,EI_BSSE_M_R2.freq=M.indic=BS-SCI.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t3,Services confidence indicator and survey results - monthly data,-0.00017361721,0.00017361721
197903335_lag2_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA1-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag2_t3,Construction confidence indicator and survey results - monthly data,-0.00017310274,0.00017310274
197905428_lag1_t2,EI_BSCO_M.freq=M.indic=BS-FS-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t2,Consumers confidence indicator and survey results - monthly data,-0.00017250654,0.00017250654
197903297_lag6_t3,EI_BSBU_M_R2.freq=M.indic=BS-COB-BAL.s_adj=SA.geo\TIME_PERIOD=LT_lag6_t3,Construction confidence indicator and survey results - monthly data,0.00017151723,0.00017151723
197909253_lag2_t2,EI_BSIN_M_R2.freq=M.indic=BS-IPE.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t2,Industry confidence indicator and survey results - monthly data,0.0001699827,0.0001699827
197903340_lag1_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA2-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag1_t3,Construction confidence indicator and survey results - monthly data,-0.00016992501,0.00016992501
197905490_lag2_t1,EI_BSCO_M.freq=M.indic=BS-UE-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t1,Consumers confidence indicator and survey results - monthly data,-0.00016785387,0.00016785387
197905433_lag3_t1,EI_BSCO_M.freq=M.indic=BS-GES-LY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag3_t1,Consumers confidence indicator and survey results - monthly data,0.0001656161,0.0001656161
249461789_lag1_t2,UNE_RT_M.freq=M.s_adj=SA.age=Y25-74.unit=PC_ACT.sex=F.geo\TIME_PERIOD=LT_lag1_t2,Unemployment by sex and age - monthly data,-0.00015930754,0.00015930754
249461796_lag1_t1,UNE_RT_M.freq=M.s_adj=SA.age=Y_LT25.unit=PC_ACT.sex=M.geo\TIME_PERIOD=LT_lag1_t1,Unemployment by sex and age - monthly data,-0.0001585974,0.0001585974
197909226_lag2_t2,EI_BSIN_M_R2.freq=M.indic=BS-ICI.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t2,Industry confidence indicator and survey results - monthly data,0.00015753577,0.00015753577
197911182_lag2_t3,EI_BSSE_M_R2.freq=M.indic=BS-SAEM.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t3,Services confidence indicator and survey results - monthly data,-0.0001559589,0.0001559589
197911190_lag1_t1,EI_BSSE_M_R2.freq=M.indic=BS-SARM.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t1,Services confidence indicator and survey results - monthly data,0.00015514789,0.00015514789
197905438_lag2_t3,EI_BSCO_M.freq=M.indic=BS-GES-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t3,Consumers confidence indicator and survey results - monthly data,-0.00015434643,0.00015434643
197909253_lag4_t3,EI_BSIN_M_R2.freq=M.indic=BS-IPE.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag4_t3,Industry confidence indicator and survey results - monthly data,-0.00015382361,0.00015382361
197909253_lag2_t3,EI_BSIN_M_R2.freq=M.indic=BS-IPE.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t3,Industry confidence indicator and survey results - monthly data,-0.00015206353,0.00015206353
249461796_lag6_t2,UNE_RT_M.freq=M.s_adj=SA.age=Y_LT25.unit=PC_ACT.sex=M.geo\TIME_PERIOD=LT_lag6_t2,Unemployment by sex and age - monthly data,0.00015149212,0.00015149212
197938094_lag2_t1,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-M-LE25.geo\TIME_PERIOD=LT_lag2_t1,Unemployment  - monthly data,0.0001512243,0.0001512243
197911173_lag1_t2,EI_BSSE_M_R2.freq=M.indic=BS-SABC.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t2,Services confidence indicator and survey results - monthly data,0.00014644477,0.00014644477
197905448_lag5_t1,EI_BSCO_M.freq=M.indic=BS-MP-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag5_t1,Consumers confidence indicator and survey results - monthly data,-0.00014623706,0.00014623706
197938091_lag4_t1,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-F-LE25.geo\TIME_PERIOD=LT_lag4_t1,Unemployment  - monthly data,0.00014559503,0.00014559503
197911190_lag2_t3,EI_BSSE_M_R2.freq=M.indic=BS-SARM.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t3,Services confidence indicator and survey results - monthly data,-0.00014556859,0.00014556859
197903373_lag6_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA6-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag6_t3,Construction confidence indicator and survey results - monthly data,0.00014510327,0.00014510327
197903357_lag1_t1,EI_BSBU_M_R2.freq=M.indic=BS-FLBA4-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag1_t1,Construction confidence indicator and survey results - monthly data,0.00014489636,0.00014489636
197938097_lag3_t1,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-T-LE25.geo\TIME_PERIOD=LT_lag3_t1,Unemployment  - monthly data,-0.00014485256,0.00014485256
197905477_lag6_t1,EI_BSCO_M.freq=M.indic=BS-SFSH.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag6_t1,Consumers confidence indicator and survey results - monthly data,0.00014417562,0.00014417562
249461783_lag1_t2,UNE_RT_M.freq=M.s_adj=SA.age=TOTAL.unit=PC_ACT.sex=F.geo\TIME_PERIOD=LT_lag1_t2,Unemployment by sex and age - monthly data,-0.00014395088,0.00014395088
197905490_lag3_t1,EI_BSCO_M.freq=M.indic=BS-UE-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag3_t1,Consumers confidence indicator and survey results - monthly data,-0.0001436253,0.0001436253
197905448_lag5_t3,EI_BSCO_M.freq=M.indic=BS-MP-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag5_t3,Consumers confidence indicator and survey results - monthly data,-0.00014341998,0.00014341998
197938094_lag1_t3,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-M-LE25.geo\TIME_PERIOD=LT_lag1_t3,Unemployment  - monthly data,-0.00014318444,0.00014318444
197905419_lag3_t3,EI_BSCO_M.freq=M.indic=BS-FS-LY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag3_t3,Consumers confidence indicator and survey results - monthly data,0.00014268159,0.00014268159
197938094_lag5_t2,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-M-LE25.geo\TIME_PERIOD=LT_lag5_t2,Unemployment  - monthly data,-0.00014208726,0.00014208726
197911206_lag1_t3,EI_BSSE_M_R2.freq=M.indic=BS-SEEM.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Services confidence indicator and survey results - monthly data,0.00014174392,0.00014174392
197909271_lag1_t3,EI_BSIN_M_R2.freq=M.indic=BS-IPT.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Industry confidence indicator and survey results - monthly data,0.00014165003,0.00014165003
197905438_lag5_t2,EI_BSCO_M.freq=M.indic=BS-GES-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag5_t2,Consumers confidence indicator and survey results - monthly data,-0.00014147219,0.00014147219
197903368_lag1_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA5-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag1_t3,Construction confidence indicator and survey results - monthly data,-0.00014096871,0.00014096871
197905455_lag2_t3,EI_BSCO_M.freq=M.indic=BS-MP-PR.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t3,Consumers confidence indicator and survey results - monthly data,-0.00013988283,0.00013988283
197903368_lag2_t1,EI_BSBU_M_R2.freq=M.indic=BS-FLBA5-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag2_t1,Construction confidence indicator and survey results - monthly data,-0.00013974347,0.00013974347
197905433_lag3_t2,EI_BSCO_M.freq=M.indic=BS-GES-LY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag3_t2,Consumers confidence indicator and survey results - monthly data,0.00013967037,0.00013967037
197938091_lag1_t2,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-F-LE25.geo\TIME_PERIOD=LT_lag1_t2,Unemployment  - monthly data,-0.00013905622,0.00013905622
197903278_lag1_t3,EI_BSBU_M_R2.freq=M.indic=BS-CCI-BAL.s_adj=SA.geo\TIME_PERIOD=LT_lag1_t3,Construction confidence indicator and survey results - monthly data,0.00013685861,0.00013685861
249461797_lag1_t1,UNE_RT_M.freq=M.s_adj=SA.age=Y_LT25.unit=PC_ACT.sex=T.geo\TIME_PERIOD=LT_lag1_t1,Unemployment by sex and age - monthly data,-0.00013647249,0.00013647249
197909226_lag1_t3,EI_BSIN_M_R2.freq=M.indic=BS-ICI.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Industry confidence indicator and survey results - monthly data,0.00013626994,0.00013626994
197903340_lag4_t2,EI_BSBU_M_R2.freq=M.indic=BS-FLBA2-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag4_t2,Construction confidence indicator and survey results - monthly data,0.00013511383,0.00013511383
197911206_lag5_t1,EI_BSSE_M_R2.freq=M.indic=BS-SEEM.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag5_t1,Services confidence indicator and survey results - monthly data,0.00013433202,0.00013433202
197911190_lag1_t2,EI_BSSE_M_R2.freq=M.indic=BS-SARM.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t2,Services confidence indicator and survey results - monthly data,0.0001335525,0.0001335525
197909211_lag1_t3,EI_BSIN_M_R2.freq=M.indic=BS-IEME.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Industry confidence indicator and survey results - monthly data,0.00013304876,0.00013304876
197909253_lag4_t1,EI_BSIN_M_R2.freq=M.indic=BS-IPE.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag4_t1,Industry confidence indicator and survey results - monthly data,0.00013211912,0.00013211912
197911190_lag2_t2,EI_BSSE_M_R2.freq=M.indic=BS-SARM.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t2,Services confidence indicator and survey results - monthly data,-0.00013181516,0.00013181516
249461785_lag1_t2,UNE_RT_M.freq=M.s_adj=SA.age=TOTAL.unit=PC_ACT.sex=T.geo\TIME_PERIOD=LT_lag1_t2,Unemployment by sex and age - monthly data,-0.00013125547,0.00013125547
197909220_lag1_t3,EI_BSIN_M_R2.freq=M.indic=BS-IEME-BAL.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t3,Industry confidence indicator and survey results - monthly data,0.00013116439,0.00013116439
197909271_lag4_t2,EI_BSIN_M_R2.freq=M.indic=BS-IPT.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag4_t2,Industry confidence indicator and survey results - monthly data,-0.00012889813,0.00012889813
197911216_lag2_t1,EI_BSSE_M_R2.freq=M.indic=BS-PE3M.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t1,Services confidence indicator and survey results - monthly data,0.00012821605,0.00012821605
197909226_lag4_t1,EI_BSIN_M_R2.freq=M.indic=BS-ICI.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag4_t1,Industry confidence indicator and survey results - monthly data,0.0001273555,0.0001273555
197903321_lag4_t2,EI_BSBU_M_R2.freq=M.indic=BS-CTA-BAL.s_adj=SA.geo\TIME_PERIOD=LT_lag4_t2,Construction confidence indicator and survey results - monthly data,0.00012723709,0.00012723709
197905433_lag5_t2,EI_BSCO_M.freq=M.indic=BS-GES-LY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag5_t2,Consumers confidence indicator and survey results - monthly data,-0.00012673384,0.00012673384
197905433_lag1_t2,EI_BSCO_M.freq=M.indic=BS-GES-LY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t2,Consumers confidence indicator and survey results - monthly data,0.00012635646,0.00012635646
197938097_lag2_t3,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-T-LE25.geo\TIME_PERIOD=LT_lag2_t3,Unemployment  - monthly data,0.00012574228,0.00012574228
197905438_lag2_t2,EI_BSCO_M.freq=M.indic=BS-GES-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t2,Consumers confidence indicator and survey results - monthly data,0.00012525104,0.00012525104
197911206_lag2_t1,EI_BSSE_M_R2.freq=M.indic=BS-SEEM.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t1,Services confidence indicator and survey results - monthly data,0.00012441503,0.00012441503
249461795_lag1_t3,UNE_RT_M.freq=M.s_adj=SA.age=Y_LT25.unit=PC_ACT.sex=F.geo\TIME_PERIOD=LT_lag1_t3,Unemployment by sex and age - monthly data,0.00012433599,0.00012433599
249461797_lag6_t2,UNE_RT_M.freq=M.s_adj=SA.age=Y_LT25.unit=PC_ACT.sex=T.geo\TIME_PERIOD=LT_lag6_t2,Unemployment by sex and age - monthly data,0.0001228912,0.0001228912
197938091_lag5_t1,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-F-LE25.geo\TIME_PERIOD=LT_lag5_t1,Unemployment  - monthly data,-0.00012287921,0.00012287921
197905433_lag5_t1,EI_BSCO_M.freq=M.indic=BS-GES-LY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag5_t1,Consumers confidence indicator and survey results - monthly data,-0.00012280517,0.00012280517
197909253_lag2_t1,EI_BSIN_M_R2.freq=M.indic=BS-IPE.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t1,Industry confidence indicator and survey results - monthly data,0.000121737474,0.000121737474
197911190_lag2_t1,EI_BSSE_M_R2.freq=M.indic=BS-SARM.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t1,Services confidence indicator and survey results - monthly data,0.00012166315,0.00012166315
197905490_lag1_t2,EI_BSCO_M.freq=M.indic=BS-UE-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t2,Consumers confidence indicator and survey results - monthly data,0.00012118703,0.00012118703
197903368_lag2_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA5-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag2_t3,Construction confidence indicator and survey results - monthly data,0.00012090242,0.00012090242
249461790_lag1_t2,UNE_RT_M.freq=M.s_adj=SA.age=Y25-74.unit=PC_ACT.sex=M.geo\TIME_PERIOD=LT_lag1_t2,Unemployment by sex and age - monthly data,-0.000120582874,0.000120582874
197911173_lag2_t3,EI_BSSE_M_R2.freq=M.indic=BS-SABC.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t3,Services confidence indicator and survey results - monthly data,-0.000119349155,0.000119349155
197903297_lag2_t3,EI_BSBU_M_R2.freq=M.indic=BS-COB-BAL.s_adj=SA.geo\TIME_PERIOD=LT_lag2_t3,Construction confidence indicator and survey results - monthly data,-0.0001187002,0.0001187002
197903373_lag5_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA6-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag5_t3,Construction confidence indicator and survey results - monthly data,0.00011841204,0.00011841204
197938090_lag1_t2,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-F-GT25.geo\TIME_PERIOD=LT_lag1_t2,Unemployment  - monthly data,-0.000117994496,0.000117994496
197903380_lag4_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA7-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag4_t3,Construction confidence indicator and survey results - monthly data,0.00011792801,0.00011792801
197903289_lag1_t3,EI_BSBU_M_R2.freq=M.indic=BS-CEME-BAL.s_adj=SA.geo\TIME_PERIOD=LT_lag1_t3,Construction confidence indicator and survey results - monthly data,0.00011723293,0.00011723293
197905433_lag4_t3,EI_BSCO_M.freq=M.indic=BS-GES-LY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag4_t3,Consumers confidence indicator and survey results - monthly data,0.00011721819,0.00011721819
197909226_lag4_t3,EI_BSIN_M_R2.freq=M.indic=BS-ICI.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag4_t3,Industry confidence indicator and survey results - monthly data,-0.000116541065,0.000116541065
197909280_lag3_t2,EI_BSIN_M_R2.freq=M.indic=BS-ISPE.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag3_t2,Industry confidence indicator and survey results - monthly data,-0.00011654106,0.00011654106
197903335_lag6_t1,EI_BSBU_M_R2.freq=M.indic=BS-FLBA1-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag6_t1,Construction confidence indicator and survey results - monthly data,-0.000116535586,0.000116535586
249461784_lag1_t2,UNE_RT_M.freq=M.s_adj=SA.age=TOTAL.unit=PC_ACT.sex=M.geo\TIME_PERIOD=LT_lag1_t2,Unemployment by sex and age - monthly data,-0.00011629141,0.00011629141
197938090_lag2_t1,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-F-GT25.geo\TIME_PERIOD=LT_lag2_t1,Unemployment  - monthly data,-0.000114477836,0.000114477836
197909232_lag1_t2,EI_BSIN_M_R2.freq=M.indic=BS-IEOB.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t2,Industry confidence indicator and survey results - monthly data,0.00011404362,0.00011404362
197911216_lag2_t2,EI_BSSE_M_R2.freq=M.indic=BS-PE3M.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t2,Services confidence indicator and survey results - monthly data,0.00011388156,0.00011388156
197903340_lag5_t1,EI_BSBU_M_R2.freq=M.indic=BS-FLBA2-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag5_t1,Construction confidence indicator and survey results - monthly data,-0.000113778326,0.000113778326
197909263_lag5_t2,EI_BSIN_M_R2.freq=M.indic=BS-ISFP.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag5_t2,Industry confidence indicator and survey results - monthly data,0.00011327945,0.00011327945
197911173_lag4_t2,EI_BSSE_M_R2.freq=M.indic=BS-SABC.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag4_t2,Services confidence indicator and survey results - monthly data,-0.00011320833,0.00011320833
197903357_lag4_t2,EI_BSBU_M_R2.freq=M.indic=BS-FLBA4-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag4_t2,Construction confidence indicator and survey results - monthly data,-0.00011285672,0.00011285672
197905438_lag1_t2,EI_BSCO_M.freq=M.indic=BS-GES-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t2,Consumers confidence indicator and survey results - monthly data,-0.00011104159,0.00011104159
197909226_lag2_t3,EI_BSIN_M_R2.freq=M.indic=BS-ICI.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag2_t3,Industry confidence indicator and survey results - monthly data,-0.00011097334,0.00011097334
197905433_lag1_t1,EI_BSCO_M.freq=M.indic=BS-GES-LY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag1_t1,Consumers confidence indicator and survey results - monthly data,0.000110928755,0.000110928755
197903309_lag1_t3,EI_BSBU_M_R2.freq=M.indic=BS-CPE-BAL.s_adj=SA.geo\TIME_PERIOD=LT_lag1_t3,Construction confidence indicator and survey results - monthly data,0.000110325826,0.000110325826
197909220_lag3_t1,EI_BSIN_M_R2.freq=M.indic=BS-IEME-BAL.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag3_t1,Industry confidence indicator and survey results - monthly data,0.000110288005,0.000110288005
197903373_lag2_t1,EI_BSBU_M_R2.freq=M.indic=BS-FLBA6-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag2_t1,Construction confidence indicator and survey results - monthly data,-0.000109985485,0.000109985485
197905470_lag4_t3,EI_BSCO_M.freq=M.indic=BS-PT-NY.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag4_t3,Consumers confidence indicator and survey results - monthly data,0.000109983834,0.000109983834
197903340_lag6_t3,EI_BSBU_M_R2.freq=M.indic=BS-FLBA2-PC.s_adj=SA.geo\TIME_PERIOD=LT_lag6_t3,Construction confidence indicator and survey results - monthly data,-0.000109130546,0.000109130546
197938091_lag5_t3,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-F-LE25.geo\TIME_PERIOD=LT_lag5_t3,Unemployment  - monthly data,0.00010909568,0.00010909568
197938097_lag1_t2,EI_LMHU_M.freq=M.unit=THS_PER.s_adj=SA.indic=LM-UN-T-LE25.geo\TIME_PERIOD=LT_lag1_t2,Unemployment  - monthly data,-0.000109062596,0.000109062596
197903289_lag2_t1,EI_BSBU_M_R2.freq=M.indic=BS-CEME-BAL.s_adj=SA.geo\TIME_PERIOD=LT_lag2_t1,Construction confidence indicator and survey results - monthly data,0.00010808522,0.00010808522
197909253_lag3_t1,EI_BSIN_M_R2.freq=M.indic=BS-IPE.s_adj=SA.unit=BAL.geo\TIME_PERIOD=LT_lag3_t1,Industry confidence indicator and survey results - monthly data,-0.00010804008,0.00010804008
249345580_lag1_t3,STS_TRTU_M.freq=M.indic_bt=NETTUR.nace_r2=G472.s_adj=SCA.unit=I10.geo\TIME_PERIOD=LT_lag1_t3,Turnover and volume of sales in wholesale and retail trade - monthly data,0.00010775742,0.00010775742
